index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
1391;35000000;Comedy;License to Wed;14503568;69307224;910;License to Wed;52;34307224
1392;0;Comedy;The Benchwarmers;674556;0;800;The Benchwarmers;52;0
1393;30000000;Comedy Romance;Must Love Dogs;11120167;58405313;980;Must Love Dogs;58;28405313
1394;35000000;Crime Drama Thriller;Donnie Brasco;40370442;41954997;1270;Donnie Brasco;74;6954997
1395;33000000;Horror Action Science Fiction;Resident Evil;40715623;102984862;1000;Resident Evil;64;69984862
1396;10700000;Horror;Poltergeist;36230204;122200000;1140;Poltergeist;70;111500000
1397;0;Comedy Crime Thriller;The Ladykillers;23666229;0;1040;The Ladykillers;60;0
1398;35000000;Action;Max Payne;25903237;85416905;1000;Max Payne;52;50416905
1399;40000000;Action Thriller Science Fiction;In Time;6,02E+16;173930596;1090;In Time;67;133930596
1400;35000000;Comedy Romance;The Back-Up Plan;1,84E+16;77477008;1060;The Back-Up Plan;57;42477008
1401;35000000;Comedy Drama Romance;Something Borrowed;14029012;59901913;1120;Something Borrowed;59;24901913
1402;0;Adventure Comedy Fantasy;Black Knight;1,59E+16;0;950;Black Knight;51;0
1403;35000000;Comedy Family;The Bad News Bears;6889633;35323292;1020;The Bad News Bears;69;323292
1404;35000000;Action Adventure Thriller;Street Fighter;19286099;99423521;1020;Street Fighter;41;64423521
1405;35000000;Drama War;The Pianist;5,06E+16;120072577;1500;The Pianist;80;85072577
1406;35000000;Drama History;The Nativity Story;3721272;0;1010;The Nativity Story;64;-35000000
1407;40000000;Horror;House of Wax;1,72E+16;68766121;1130;House of Wax;55;28766121
1408;27000000;Drama Romance;Closer;22636908;115505027;1040;Closer;67;88505027
1409;35000000;Drama Crime History;J. Edgar;28069419;84606030;1370;J. Edgar;60;49606030
1410;35000000;Horror Mystery Thriller;Mirrors;1,98E+16;72436439;1100;Mirrors;60;37436439
1411;35000000;Drama Fantasy Horror;Queen of the Damned;11644243;45479110;1010;Queen of the Damned;54;10479110
1412;35000000;Science Fiction Action Thriller;Predator 2;2,79E+16;57120318;1080;Predator 2;59;22120318
1413;35000000;Drama;Untraceable;12677505;32483410;1010;Untraceable;59;-2516590
1414;35000000;Comedy Romance;Blast from the Past;8737058;40263020;1120;Blast from the Past;63;5263020
1415;35000000;Science Fiction;Flash Gordon;12343507;27107960;1110;Flash Gordon;61;-7892040
1416;35000000;Comedy Romance;Jersey Girl;1,47E+16;36098382;1020;Jersey Girl;58;1098382
1417;45000000;Action Thriller Crime Mystery;Alex Cross;14513243;30353232;1010;Alex Cross;51;-14646768
1418;35000000;Crime Drama Mystery Thriller;Midnight in the Garden of Good and Evil;5525544;25105255;1550;Midnight in the Garden of Good and Evil;63;-9894745
1419;8900000;Crime Action Thriller;Heist;15079993;4100000;930;Heist;56;-4800000
1420;35000000;Comedy Fantasy;Nanny McPhee and the Big Bang;23835055;93246388;1090;Nanny McPhee and the Big Bang;60;58246388
1421;35000000;Crime History;Hoffa;5926966;0;1400;Hoffa;61;-35000000
1422;30000000;Drama Mystery Science Fiction Thriller;The X Files: I Want to Believe;25454549;68369434;1040;The X Files: I Want to Believe;55;38369434
1423;31000000;Family Fantasy Comedy;Ella Enchanted;2271592;27388767;960;Ella Enchanted;59;-3611233
1424;35000000;Drama;Concussion;35120736;50363790;1230;Concussion;70;15363790
1425;35000000;Thriller Action Mystery;Abduction;19893646;82087155;1060;Abduction;56;47087155
1426;35000000;Animation Family Adventure;Valiant;1,41E+16;19478106;760;Valiant;52;-15521894
1427;35000000;Comedy Drama;Wonder Boys;9,01E+15;0;1110;Wonder Boys;69;-35000000
1428;35000000;Action Comedy Science Fiction;Superhero Movie;19088655;25871834;850;Superhero Movie;49;-9128166
1429;56000000;Thriller Crime Drama;Broken City;29490057;19701164;1090;Broken City;57;-36298836
1430;35000000;Horror Comedy;Cursed;1,12E+16;19294901;970;Cursed;51;-15705099
1431;35000000;Crime Action Thriller;Premium Rush;17709888;31083599;910;Premium Rush;62;-3916401
1432;35000000;Action Comedy Crime;Hot Pursuit;18262017;51680201;870;Hot Pursuit;54;16680201
1433;35000000;War Adventure Drama Romance;The Four Feathers;1,01E+16;29882645;1320;The Four Feathers;65;-5117355
1434;35000000;Action Crime;Parker;28670477;46216641;1180;Parker;57;11216641
1435;31000000;Comedy Romance;Wimbledon;16736734;41512007;980;Wimbledon;60;10512007
1436;35000000;Comedy;Furry Vengeance;1,37E+16;39340177;920;Furry Vengeance;46;4340177
1437;30000000;Action Horror Thriller;Bait;9780588;0;930;Bait;53;-30000000
1438;27000000;Fantasy Action Adventure;Krull;9904881;16519460;1170;Krull;58;-10480540
1439;35000000;Action Adventure Drama History;Lions for Lambs;9789027;63215872;920;Lions for Lambs;60;28215872
1440;35000000;Action Adventure Drama Thriller;Flight of the Intruder;681729;0;1150;Flight of the Intruder;57;-35000000
1441;35000000;Comedy Music;Walk Hard: The Dewey Cox Story;1073522;18317151;960;Walk Hard: The Dewey Cox Story;66;-16682849
1442;0;Drama Romance;The Shipping News;111399;0;1110;The Shipping News;64;0
1443;35000000;Action Western;American Outlaws;6,73E+16;13678913;940;American Outlaws;57;-21321087
1444;35000000;Drama History Romance;The Young Victoria;1,63E+16;27409889;1050;The Young Victoria;70;-7590111
1445;40000000;Action Crime Mystery Thriller;Whiteout;1,48E+16;12206028;1010;Whiteout;53;-27793972
1446;32000000;Drama Fantasy;The Tree of Life;43862456;54674226;1390;The Tree of Life;65;22674226
1447;33000000;Action Adventure Thriller;Knock Off;2706207;0;910;Knock Off;47;-33000000
1448;35000000;Action Drama Thriller Crime;Sabotage;27903999;17508518;1100;Sabotage;55;-17491482
1449;35000000;Drama Fantasy Horror Mystery Romance;The Order;3746806;11560806;1020;The Order;48;-23439194
1450;20500000;Action Crime;Punisher: War Zone;1,71E+16;10089373;1020;Punisher: War Zone;56;-10410627
1451;35000000;Family Fantasy Comedy;Zoom;10304172;12506188;830;Zoom;49;-22493812
1452;35000000;Adventure Drama Thriller;The Walk;37335721;61181942;1230;The Walk;69;26181942
1453;0;Fantasy Family Action;Warriors of Virtue;9,12E+15;0;1030;Warriors of Virtue;47;0
1454;35000000;Comedy Drama Romance;A Good Year;1,68E+16;42064105;1180;A Good Year;65;7064105
1455;35000000;Drama;Radio Flyer;3,50E+16;4651977;1140;Radio Flyer;66;-30348023
1456;35000000;Action Crime Drama Thriller;Bound by Honor;9122828;0;1800;Bound by Honor;77;-35000000
1457;35000000;Action Crime Drama Mystery Thriller;Smilla's Sense of Snow;5419181;0;1210;Smilla's Sense of Snow;66;-35000000
1458;35000000;Thriller Crime Romance;Femme Fatale;907278;16838910;1140;Femme Fatale;62;-18161090
1459;35000000;Action History War;Lion of the Desert;2864979;0;1730;Lion of the Desert;74;-35000000
1460;35000000;War Adventure Drama Romance;Le Hussard sur le toit;2877488;15000000;1350;The Horseman on the Roof;67;-20000000
1461;38000000;Drama War Romance Western;Ride with the Devil;5516207;635096;1380;Ride with the Devil;66;-37364904
1462;0;Drama;Biutiful;13930763;25147786;1480;Biutiful;70;25147786
1463;35000000;Action Comedy Western Crime;Bandidas;2027704;10496317;930;Bandidas;58;-24503683
1464;0;Drama Crime;Black Water Transit;1,27E+16;0;1000;Black Water Transit;0;0
1465;34000000;Action Mystery Science Fiction Thriller;The Maze Runner;131815575;348319861;1130;The Maze Runner;70;314319861
1466;35000000;Comedy;Unfinished Business;1,68E+16;14431253;910;Unfinished Business;50;-20568747
1467;34000000;Drama Romance;The Age of Innocence;9133747;32255440;1390;The Age of Innocence;70;-1744560
1468;35000000;Drama Adventure Science Fiction Romance;The Fountain;24606012;15304890;960;The Fountain;68;-19695110
1469;70000000;Action Comedy Thriller;Chill Factor;3,28E+16;11263966;1010;Chill Factor;53;-58736034
1470;35000000;Action Crime Drama Thriller;Stolen;16830184;2106557;960;Stolen;51;-32893443
1471;41677699;Animation Family;崖の上のポニョ;3958676;187479518;1000;Ponyo;75;145801819
1472;34000000;Drama Romance;The Longest Ride;41946523;63013281;1280;The Longest Ride;73;29013281
1473;75000000;Drama Science Fiction Thriller;The Astronaut's Wife;20697556;19598588;1090;The Astronaut's Wife;54;-55401412
1474;34000000;Romance Drama Adventure;I Dreamed of Africa;1656695;0;1140;I Dreamed of Africa;53;-34000000
1475;35000000;Comedy Romance;Playing for Keeps;17932561;0;1060;Playing for Keeps;54;-35000000
1476;35000000;Drama History;Mandela: Long Walk to Freedom;1,55E+16;27330000;1410;Mandela: Long Walk to Freedom;65;-7670000
1477;32000000;Drama History;Reds;4,60E+16;40382659;1950;Reds;71;8382659
1478;40000000;Drama;A Few Good Men;4,04E+16;243240178;1380;A Few Good Men;71;203240178
1479;50000000;Action Crime Thriller;Exit Wounds;12601306;79958599;1010;Exit Wounds;53;29958599
1480;30000000;Crime Comedy;Big Momma's House;24389194;173959438;980;Big Momma's House;56;143959438
1481;34000000;Family Fantasy Animation Adventure;The House of Magic;12867326;0;850;Thunder and the House of Magic;63;-34000000
1482;30000000;Horror Action Thriller Science Fiction;The Darkest Hour;23328823;64626786;890;The Darkest Hour;48;34626786
1483;33000000;Music Drama Romance;Step Up Revolution;2,98E+16;140470746;990;Step Up Revolution;67;107470746
1484;33000000;Action Crime Horror Thriller;Snakes on a Plane;19642328;62022014;1050;Snakes on a Plane;51;29022014
1485;33000000;Mystery Thriller;The Watcher;7339908;0;960;The Watcher;49;-33000000
1486;33000000;Action Crime Drama;The Punisher;3,51E+16;54700105;1240;The Punisher;61;21700105
1487;30000000;Drama;Goal!: The Dream Begins;16541791;27610873;1180;Goal!: The Dream Begins;66;-2389127
1488;30000000;Action Crime Thriller;Safe;3192695;40346186;940;Safe;63;10346186
1489;33000000;Comedy Drama;Pushing Tin;9060642;0;1240;Pushing Tin;57;-33000000
1490;32350000;Adventure Action Science Fiction;Return of the Jedi;46509071;572700000;1350;Return of the Jedi;79;540350000
1491;30000000;Action Thriller Science Fiction;Doomsday;21538222;22211426;1080;Doomsday;58;-7788574
1492;32000000;Drama Romance;The Reader;33923786;113019290;1240;The Reader;72;81019290
1493;35000000;Comedy;Wanderlust;20908494;24159934;980;Wanderlust;53;-10840066
1494;32000000;Comedy Family Fantasy;Elf;16901954;173398518;970;Elf;64;141398518
1495;32000000;Drama Fantasy Romance Science Fiction;Phenomenon;15039407;152036382;1230;Phenomenon;62;120036382
1496;33000000;Adventure Comedy Family;Snow Dogs;13655735;0;990;Snow Dogs;53;-33000000
1497;0;Fantasy Comedy Drama;Scrooged;21620317;60328000;1010;Scrooged;67;60328000
1498;32000000;Comedy Family;Nacho Libre;14642055;80197993;920;Nacho Libre;56;48197993
1499;32500000;Comedy Romance;Bridesmaids;17107065;288383523;1250;Bridesmaids;65;255883523
1500;32000000;Action Comedy;This Is the End;3,82E+16;126041322;1070;This Is the End;63;94041322
1501;29000000;Horror;Stigmata;14993169;50041732;1030;Stigmata;60;21041732
1502;32000000;Drama;Men of Honor;24147269;48814909;1290;Men of Honor;70;16814909
1503;32000000;Action Crime Drama Thriller;Takers;1847242;69055695;1070;Takers;60;37055695
1504;35000000;Comedy;The Big Wedding;1,88E+16;21819348;900;The Big Wedding;57;-13180652
1505;32000000;Crime Comedy Action;Big Mommas: Like Father, Like Son;15901137;83615414;1070;Big Mommas: Like Father, Like Son;53;51615414
1506;32000000;Thriller Science Fiction Mystery;Source Code;5919888;147332697;930;Source Code;71;115332697
1507;32000000;Action Adventure Drama Thriller;Alive;1448851;36733909;1200;Alive;67;4733909
1508;30000000;Thriller Drama Mystery;The Number 23;23197408;77566815;1010;The Number 23;63;47566815
1509;33000000;Adventure Drama Family;The Young and Prodigious T.S. Spivet;10651202;9494789;1050;The Young and Prodigious T.S. Spivet;67;-23505211
1510;35000000;Action Comedy;1941;1,00E+16;31755742;1130;1941;56;-3244258
1511;0;Drama Family;Dreamer: Inspired By a True Story;6048743;0;1060;Dreamer: Inspired By a True Story;63;0
1512;32000000;Drama Thriller Crime;A History of Violence;34628738;60740827;960;A History of Violence;69;28740827
1513;32000000;Action Thriller Crime;Transporter 2;475612;85167639;870;Transporter 2;62;53167639
1514;32000000;Action Western;The Quick and the Dead;1,65E+16;18552460;1070;The Quick and the Dead;63;-13447540
1515;28000000;Action Comedy Romance Thriller;Laws of Attraction;6201404;30016165;900;Laws of Attraction;56;2016165
1516;32000000;Drama;Bringing Out the Dead;15560918;0;1210;Bringing Out the Dead;66;-32000000
1517;32000000;Action Science Fiction Thriller Crime;Repo Men;2,58E+16;18409891;1110;Repo Men;62;-13590109
1518;70000000;Fantasy Drama Horror Action Thriller;디워;4822033;53587404;900;Dragon Wars: D-War;40;-16412596
1519;32000000;Fantasy Comedy Family;Bogus;3379454;0;1100;Bogus;54;-32000000
1520;30000000;Comedy;The Incredible Burt Wonderstone;269385;27437881;1000;The Incredible Burt Wonderstone;53;-2562119
1521;32000000;Animation Comedy Family Music;Cats Don't Dance;4,10E+16;3566637;750;Cats Don't Dance;71;-28433363
1522;0;Drama;Cradle Will Rock;4901553;0;1320;Cradle Will Rock;72;0
1523;32000000;War Crime Drama Mystery Romance;The Good German;5347936;5914908;1080;The Good German;59;-26085092
1524;32000000;Adventure;George and the Dragon;4120549;0;930;George and the Dragon;50;-32000000
1525;31500000;Drama War;Apocalypse Now;49973462;89460381;1530;Apocalypse Now;80;57960381
1526;32000000;Comedy Drama Romance;Going the Distance;13611544;42045846;1020;Going the Distance;60;10045846
1527;0;Music Drama Family;Mr. Holland's Opus;6,78E+16;106269971;1370;Mr. Holland's Opus;69;106269971
1528;31500000;Action;Criminal;27891012;14708696;1130;Criminal;57;-16791304
1529;31000000;Drama;Out of Africa;13864975;128499205;1610;Out of Africa;70;97499205
1530;31000000;Drama;Flight;42213765;161772375;1380;Flight;65;130772375
1531;34000000;Action Adventure Thriller Science Fiction;Moonraker;2,99E+16;210308099;1260;Moonraker;59;176308099
1532;30000000;Comedy Drama;The Grand Budapest Hotel;74417456;174600318;990;The Grand Budapest Hotel;80;144600318
1533;31000000;Drama Mystery;Hearts in Atlantis;706762;24185781;1010;Hearts in Atlantis;64;-6814219
1534;31000000;Comedy Horror;Arachnophobia;1,59E+16;53208180;1030;Arachnophobia;62;22208180
1535;31000000;Crime Drama Science Fiction Thriller;Frequency;19258041;68106245;1180;Frequency;70;37106245
1536;31000000;Comedy;Vacation;47753598;104384188;990;Vacation;62;73384188
1537;30250000;Comedy Thriller Crime;Get Shorty;15585138;115101622;1050;Get Shorty;64;84851622
1538;45000000;Action Comedy Crime Drama Music;Chicago;32217425;306776732;1130;Chicago;69;261776732
1539;34200000;Comedy Drama;Big Daddy;3,49E+16;234801895;930;Big Daddy;61;200601895
1540;30000000;Comedy Romance;American Pie 2;36432598;287553595;1080;American Pie 2;60;257553595
1541;30000000;Animation Comedy Family;Toy Story;73640445;373554033;810;Toy Story;77;343554033
1542;30000000;Action Adventure Crime;Speed;49526736;350448145;1160;Speed;68;320448145
1543;30000000;Drama Romance;The Vow;2,68E+16;196114570;1040;The Vow;70;166114570
1544;31000000;Drama;Extraordinary Measures;6487344;15134293;1050;Extraordinary Measures;60;-15865707
1545;30000000;Drama;Remember the Titans;25996219;136706683;1130;Remember the Titans;74;106706683
1546;30000000;Action Adventure Thriller;The Hunt for Red October;4,62E+16;199200000;1340;The Hunt for Red October;72;169200000
1547;25000000;Drama;The Butler;32105328;115922175;1320;The Butler;72;90922175
1548;20000000;Comedy;DodgeBall: A True Underdog Story;41156217;167722310;920;DodgeBall: A True Underdog Story;62;147722310
1549;30000000;Horror Comedy Fantasy;The Addams Family;37179547;191502426;990;The Addams Family;67;161502426
1550;30000000;Crime Comedy Adventure;Ace Ventura: When Nature Calls;3,44E+16;212385533;900;Ace Ventura: When Nature Calls;61;182385533
1551;37000000;Comedy Family Romance;The Princess Diaries;40176265;165335153;1150;The Princess Diaries;65;128335153
1552;26000000;Comedy;The First Wives Club;10704596;116400000;1020;The First Wives Club;65;90400000
1553;33000000;Crime Mystery Thriller;Se7en;79579532;327311859;1270;Se7en;81;294311859
1554;30000000;Science Fiction;District 9;6313678;210819611;1120;District 9;73;180819611
1555;30000000;Animation Comedy Family;The SpongeBob SquarePants Movie;27870755;140161792;870;The SpongeBob SquarePants Movie;67;110161792
1556;25000000;Thriller Crime Drama Mystery;Mystic River;3,12E+16;156822020;1380;Mystic River;76;131822020
1557;30000000;Drama;Million Dollar Baby;70456012;216763646;1320;Million Dollar Baby;77;186763646
1558;80000000;Comedy Crime;Analyze This;2,94E+16;176885658;1030;Analyze This;64;96885658
1559;29000000;Romance Drama;The Notebook;55109138;115603229;1230;The Notebook;77;86603229
1560;30000000;Comedy Romance;27 Dresses;3,07E+16;160259319;1110;27 Dresses;61;130259319
1561;35000000;Comedy Drama Family Music Romance;Hannah Montana: The Movie;13788422;155545279;1020;Hannah Montana: The Movie;60;120545279
1562;30;Adventure Animation Comedy Family;Rugrats in Paris: The Movie;4,59E+16;103;780;Rugrats in Paris: The Movie;60;73
1563;30000000;Drama Romance;The Prince of Tides;3,85E+16;74787599;1320;The Prince of Tides;59;44787599
1564;30000000;Adventure Drama Romance War;Legends of the Fall;2,70E+15;160638883;1330;Legends of the Fall;72;130638883
1565;25000000;Drama Romance;Up in the Air;33704181;163670000;1090;Up in the Air;67;138670000
1566;30000000;Drama Comedy;About Schmidt;1,99E+16;105834556;1250;About Schmidt;67;75834556
1567;35000000;Horror Comedy Romance;Warm Bodies;43742241;116980662;970;Warm Bodies;64;81980662
1568;30000000;Action Thriller Science Fiction;Looper;46377628;47042000;1180;Looper;66;17042000
1569;0;Fantasy Comedy Science Fiction Romance;Down to Earth;9166658;0;870;Down to Earth;49;0
1570;30000000;Fantasy Drama Comedy Family;Babe;3436645;254134910;890;Babe;60;224134910
1571;30000000;Drama Comedy Romance;Hope Springs;12967137;114281051;1000;Hope Springs;58;84281051
1572;30000000;Comedy Romance Drama;Forgetting Sarah Marshall;50670253;105173115;1110;Forgetting Sarah Marshall;64;75173115
1573;45000000;Action Crime;Four Brothers;24694551;92374674;1090;Four Brothers;67;47374674
